index,Date_Heure,Pression au niveau mer,Variation de pression en 3 heures,Type de tendance barometrique,Direction du vent moyen 10 mn,Vitesse du vent moyen 10 mn,Temperature,Point de rosee,Humidite,Visibilite horizontale,Temps present,Pression station,Rafales sur une periode,Periode de mesure de la rafale,Precipitations dans la derniere heure,Precipitations dans les 3 dernieres heures,Temperature (C),consommation,datehour,datemonth
4997,12/9/2013 8:00,101980,80,3,270,4.6,288.15,280.65,61,20000,2,101880,6.7,-10,0,0,15,22090,8,12
70356,12/9/2013 11:00,101980,10,0,300,5.7,295.05,281.15,41,60000,2,101890,10.3,-10,0,0,21.9,24066,11,12
3803,12/9/2013 14:00,101930,-50,7,320,7.2,296.45,280.55,36,60000,2,101840,11.8,-10,0,0,23.3,23461,14,12
74313,12/9/2013 17:00,101890,-40,6,320,9.8,295.45,280.85,39,60000,2,101800,13.9,-10,0,0,22.3,22220,17,12
44387,12/9/2013 20:00,101960,70,2,290,8.7,292.35,281.95,51,60000,2,101870,12.3,-10,0,0,19.2,22275,20,12
74187,12/9/2013 23:00,102090,120,1,290,6.2,291.35,282.65,57,60000,2,101990,9.3,-10,0,0,18.2,21205,23,12
226,12/10/2013 2:00,101750,90,0,260,2.6,281.35,275.35,66,60000,0,101650,3.6,-10,0,0,8.2,19386,2,12
30263,12/10/2013 5:00,101700,-50,8,10,1.5,280.05,275.15,71,30000,2,101600,3.6,-10,0,0,6.9,18169,5,12
73375,12/10/2013 8:00,101800,100,3,10,1.5,276.85,273.85,81,75000,2,101700,2.6,-10,0,0,3.7,22191,8,12
13038,12/10/2013 11:00,101850,50,0,90,2.6,285.85,277.25,56,75000,2,101750,3.6,-10,0,0,12.7,24056,11,12
73391,12/10/2013 14:00,101810,-40,8,180,3.6,288.15,279.65,57,75000,2,101710,6.2,-10,0,0,15,22864,14,12
75398,12/10/2013 17:00,101740,-70,5,200,6.2,289.05,280.25,56,75000,2,101640,9.8,-10,0,0,15.9,22090,17,12
7372,12/10/2013 20:00,101760,20,3,190,6.2,290.15,284.15,68,50000,2,101660,9.8,-10,0,0,17,23719,20,12
75411,12/10/2013 23:00,101840,80,3,210,5.7,290.65,286.35,76,50000,2,101740,10.3,-10,0,0,17.5,23519,23,12
3987,12/11/2013 1:00,102220,20,0,330,3.6,281.45,270.45,46,60000,0,102120,5.7,-10,0,0,8.3,25117,1,12
3995,12/11/2013 4:00,102150,-70,6,360,4.1,279.95,270.75,52,50000,2,102050,8.2,-10,0,0,6.8,21410,4,12
70480,12/11/2013 7:00,102150,0,5,10,3.6,277.65,271.25,63,75000,2,102050,5.7,-10,0,0,4.5,21912,7,12
70485,12/11/2013 10:00,102210,60,1,360,5.1,283.65,271.25,42,75000,2,102110,8.7,-10,0,0,10.5,27964,10,12
4007,12/11/2013 13:00,102090,-120,8,360,3.6,288.65,271.15,30,75000,2,101990,5.7,-10,0,0,15.5,28736,13,12
4013,12/11/2013 16:00,101940,-150,6,20,2.6,291.35,272.05,27,75000,2,101840,4.6,-10,0,0,18.2,27008,16,12
4020,12/11/2013 19:00,102030,90,3,300,1,283.45,274.55,54,70000,2,101930,2.6,-10,0,0,10.3,27831,19,12
94934,12/11/2013 22:00,102070,40,3,10,3.1,281.05,273.05,57,50000,2,101970,3.6,-10,0,0,7.9,27598,22,12
73679,12/12/2013 1:00,103260,-50,8,20,2.6,282.25,278.25,76,9000,0,103160,3.6,-10,0,0,9.1,33984,1,12
73681,12/12/2013 4:00,103180,-80,8,30,3.1,282.55,278.95,78,11000,2,103080,4.1,-10,0,0,9.4,31254,4,12
82234,12/12/2013 7:00,103140,-40,5,20,2.6,281.85,278.45,79,11000,2,103040,4.6,-10,0,0,8.7,31373,7,12
16396,12/12/2013 10:00,103200,60,2,20,4.1,283.25,279.25,76,15000,2,103100,6.2,-10,0,0,10.1,36333,10,12
63331,12/12/2013 13:00,103100,-100,8,20,2.6,284.85,279.95,72,12000,2,103000,4.1,-10,0,0,11.7,34520,13,12
73692,12/12/2013 16:00,102970,-130,6,40,2.1,286.05,280.95,71,12000,2,102870,3.1,-10,0,0,12.9,31912,16,12
73696,12/12/2013 19:00,102930,-40,7,30,2.6,283.95,280.05,77,10000,2,102830,4.6,-10,0,0,10.8,33826,19,12
16414,12/12/2013 22:00,102900,-30,6,20,2.1,283.15,280.05,81,5000,2,102800,3.1,-10,0,0,10,33988,22,12
82257,12/13/2013 1:00,102840,-60,8,20,1.5,282.55,279.85,83,6000,0,102740,3.1,-10,0,0,9.4,32970,1,12
82263,12/13/2013 4:00,102730,-110,6,10,3.1,282.55,279.85,83,8000,2,102630,4.6,-10,0,0,9.4,30515,4,12
73719,12/13/2013 7:00,102640,-90,6,20,3.1,282.35,278.85,79,10000,2,102540,4.1,-10,0,0,9.2,30988,7,12
73725,12/13/2013 10:00,102690,50,3,10,2.1,283.15,278.95,75,11000,2,102590,3.6,-10,0,0,10,36007,10,12
70953,12/13/2013 13:00,102570,-120,8,360,1.5,285.65,278.35,61,12000,2,102470,4.1,-10,0,0,12.5,34338,13,12
70959,12/13/2013 16:00,102510,-60,5,110,1,285.65,279.05,64,13000,2,102410,1.5,-10,0,0,12.5,31357,16,12
82288,12/13/2013 19:00,102580,70,3,330,1,283.15,278.75,74,8000,2,102480,,,,,10,33392,19,12
82291,12/13/2013 22:00,102730,150,2,310,1.5,279.45,277.15,85,5000,2,102630,1.5,-10,0,,6.3,33621,22,12
63401,12/14/2013 1:00,102800,70,1,20,2.1,277.35,275.85,90,4000,10,102700,3.1,-10,,,4.2,33171,1,12
91921,12/14/2013 13:00,103030,-30,8,150,2.1,287.15,280.25,63,19000,2,102930,3.6,-10,0,0,14,32260,13,12
73974,12/14/2013 16:00,102960,-70,5,190,2.1,288.15,279.45,56,30000,2,102860,2.6,-10,0,0,15,29850,16,12
71210,12/14/2013 19:00,103080,120,3,300,1.5,282.45,274.35,57,30000,2,102980,3.6,-10,0,0,9.3,31961,19,12
16702,12/14/2013 22:00,103210,130,3,330,1,278.45,273.25,69,20000,2,103110,3.1,-10,0,0,5.3,33707,22,12
71222,12/15/2013 1:00,103160,-50,8,320,2.1,277.25,272.45,71,18000,0,103060,3.1,-10,0,0,4.1,34391,1,12
71229,12/15/2013 4:00,103070,-90,6,30,1.5,274.85,271.75,80,25000,2,102970,4.1,-10,0,0,1.7,30970,4,12
16719,12/15/2013 7:00,103150,80,3,160,0.5,276.45,272.65,76,30000,2,103050,2.1,-10,0,0,3.3,29170,7,12
74004,12/15/2013 10:00,103400,250,3,340,3.1,278.95,273.85,70,75000,2,103300,4.1,-10,0,0,5.8,31754,10,12
16731,12/15/2013 13:00,103360,-40,8,20,2.1,286.15,275.05,47,75000,2,103260,4.6,-10,0,0,13,32576,13,12
16738,12/15/2013 16:00,103320,-40,5,100,0.5,287.65,276.45,47,70000,2,103220,1.5,-10,0,0,14.5,28257,16,12
68087,12/15/2013 19:00,103390,70,1,330,0.5,280.35,275.05,69,40000,2,103290,1,-10,0,0,7.2,30931,19,12
16485,12/15/2013 22:00,103480,90,2,360,1.5,277.95,275.85,86,9000,2,103380,2.1,-10,0,0,4.8,33918,22,12
73765,12/16/2013 1:00,103470,10,0,360,1,278.95,275.95,81,16000,0,103370,2.6,-10,0,0,5.8,33994,1,12
73771,12/16/2013 4:00,103450,-20,5,60,1.5,279.15,275.45,77,15000,2,103350,2.6,-10,0,0,6,30622,4,12
92008,12/16/2013 7:00,103460,10,3,20,2.6,279.35,274.85,73,20000,2,103360,4.1,-10,0,0,6.2,30442,7,12
68124,12/16/2013 10:00,103530,70,3,30,3.6,280.75,275.65,70,20000,2,103430,5.7,-10,0,0,7.6,35611,10,12
73786,12/16/2013 13:00,103450,-80,8,40,3.6,284.05,276.85,61,20000,2,103350,5.1,-10,0,0,10.9,34064,13,12
92035,12/16/2013 16:00,103330,-120,6,60,3.1,285.65,279.85,68,20000,2,103230,4.6,-10,0,0,12.5,31571,16,12
16518,12/16/2013 19:00,103350,20,1,50,2.1,284.25,279.75,74,10000,2,103250,4.1,-10,0,0,11.1,33742,19,12
16524,12/16/2013 22:00,103340,10,0,50,3.1,283.25,280.45,83,8000,2,103240,5.7,-10,0,0,10.1,33947,22,12
68148,12/17/2013 1:00,103300,-40,7,50,3.6,280.35,278.95,91,4500,10,103200,4.6,-10,0,0,7.2,32591,1,12
92058,12/17/2013 4:00,103280,-20,8,40,2.6,279.95,278.85,93,4000,10,103180,4.6,-10,0,0,6.8,29516,4,12
91827,12/17/2013 7:00,103180,-100,6,40,3.6,280.45,278.55,88,6000,2,103080,5.1,-10,0,0,7.3,29562,7,12
71054,12/17/2013 10:00,103200,20,1,60,5.1,281.65,276.25,69,15000,2,103100,7.2,-10,0,0,8.5,34024,10,12
68171,12/17/2013 13:00,103050,-150,8,80,3.6,286.15,280.15,67,15000,2,102950,5.7,-10,0,0,13,32427,13,12
71067,12/17/2013 16:00,102890,-160,6,120,3.6,285.45,282.25,81,40000,0,102790,5.1,-10,0,0,12.3,30985,16,12
73832,12/17/2013 19:00,102860,-30,6,130,4.1,283.85,281.95,88,13000,2,102760,5.7,-10,0,0,10.7,33065,19,12
91851,12/17/2013 22:00,102830,-30,7,50,3.6,283.25,281.65,90,12000,2,102730,4.1,-10,0,0,10.1,32534,22,12
68193,12/18/2013 1:00,102740,-90,8,50,3.6,282.55,280.45,87,10000,0,102640,5.7,-10,0,0,9.4,31285,1,12
91867,12/18/2013 4:00,102670,-70,8,50,2.1,282.45,280.35,87,12000,2,102570,6.2,-10,0,0,9.3,28002,4,12
16587,12/18/2013 7:00,102610,-60,7,50,3.6,282.45,280.75,89,14000,0,102510,5.1,-10,0,0,9.3,28341,7,12
16594,12/18/2013 10:00,102650,40,3,50,4.1,282.95,281.05,88,15000,21,102550,6.7,-10,0.6,0.6,9.8,33327,10,12
91892,12/18/2013 13:00,102460,-190,8,20,3.6,284.65,282.85,89,11000,2,102360,5.1,-10,0,0,11.5,32589,13,12
71105,12/18/2013 16:00,102290,-170,6,20,2.6,284.95,283.05,88,9000,2,102190,5.1,-10,0,0,11.8,30403,16,12
91281,12/18/2013 19:00,102200,-90,6,80,2.1,283.75,282.55,92,4500,10,102100,3.6,-10,0,0,10.6,32154,19,12
91288,12/18/2013 22:00,102130,-70,8,150,6.7,286.05,283.95,87,15000,2,102030,8.7,-10,0,0,12.9,31941,22,12
91292,12/19/2013 1:00,101930,-200,8,140,7.2,285.95,283.35,84,16000,0,101830,9.8,-10,0,0,12.8,30546,1,12
70689,12/19/2013 4:00,101710,-220,8,130,8.7,286.35,284.05,86,10000,2,101610,12.3,-10,0,0,13.2,27367,4,12
91304,12/19/2013 7:00,101610,-100,8,140,7.7,286.55,283.85,84,10000,2,101510,11.8,-10,0,0,13.4,26976,7,12
15923,12/19/2013 10:00,101550,-60,7,160,6.7,286.65,284.55,87,9000,60,101450,11.3,-10,0.2,0.2,13.5,33358,10,12
67686,12/19/2013 13:00,101360,-190,8,210,2.6,284.95,283.35,90,5000,61,101260,6.2,-10,0.4,0.4,11.8,34544,13,12
91326,12/19/2013 16:00,101210,-150,5,10,2.1,284.15,283.25,94,4800,60,101110,2.6,-10,0,2,11,33412,16,12
15943,12/19/2013 19:00,101140,-70,6,50,2.6,283.75,283.15,96,2000,10,101040,3.6,-10,0,0,10.6,34625,19,12
67701,12/19/2013 22:00,101230,90,1,350,2.6,283.45,282.65,95,3000,61,101130,3.6,-10,0.6,0.6,10.3,33159,22,12
91343,12/20/2013 1:00,101340,110,3,350,2.6,283.45,282.55,94,5000,61,101240,3.1,-10,0.2,0.6,10.3,31718,1,12
70722,12/20/2013 4:00,101570,230,3,320,4.1,282.85,281.25,90,20000,60,101470,5.7,-10,0.4,2,9.7,27892,4,12
15974,12/20/2013 7:00,101980,410,3,300,4.1,282.95,280.55,85,30000,21,101880,5.7,-10,0,0.6,9.8,28217,7,12
67716,12/20/2013 10:00,102430,450,3,350,4.1,282.75,279.45,80,30000,2,102330,5.7,-10,0,0,9.6,34333,10,12
70741,12/20/2013 13:00,102650,220,1,10,7.7,283.95,278.05,67,30000,2,102550,11.3,-10,0,0,10.8,33892,13,12
73592,12/20/2013 16:00,102820,170,3,10,5.1,284.05,277.55,64,30000,2,102720,9.3,-10,0,0,10.9,32165,16,12
67741,12/20/2013 19:00,103020,200,1,350,5.1,284.35,277.05,61,30000,2,102920,10.8,-10,0,0,11.2,34007,19,12
67745,12/20/2013 22:00,103190,170,1,330,2.6,283.35,277.05,65,25000,2,103090,7.7,-10,0,0,10.2,34586,22,12
16004,12/21/2013 1:00,103220,30,0,20,3.1,282.25,277.85,74,19000,61,103120,7.7,-10,0.2,0.2,9.1,34271,1,12
67753,12/21/2013 4:00,103250,30,3,360,5.7,280.45,279.05,91,5000,58,103150,8.7,-10,0.6,0.6,7.3,30263,4,12
73613,12/21/2013 7:00,103260,10,3,20,3.6,280.75,279.25,90,15000,3,103160,9.8,-10,0,0.2,7.6,29243,7,12
73619,12/21/2013 10:00,103350,90,2,10,3.1,281.75,278.65,81,25000,2,103250,5.1,-10,0,0,8.6,33563,10,12
16033,12/21/2013 13:00,103230,-120,8,10,3.6,281.75,280.35,91,7000,60,103130,5.7,-10,0.2,2,8.6,34241,13,12
91414,12/21/2013 16:00,103130,-100,6,10,2.1,283.35,282.15,92,12000,1,103030,4.6,-10,0,2,10.2,31470,16,12
16050,12/21/2013 19:00,103170,40,3,20,2.6,282.15,281.35,95,8000,3,103070,4.6,-10,0,0,9,32592,19,12
68391,12/21/2013 22:00,103150,-20,8,160,3.6,285.75,285.25,97,8000,2,103050,5.7,-10,0,0,12.6,33286,22,12
91438,12/22/2013 1:00,103080,-70,8,180,4.1,285.15,283.35,89,12000,0,102980,6.2,-10,0,0,12,33116,1,12
16073,12/22/2013 4:00,103040,-40,5,160,2.1,282.05,280.45,90,15000,2,102940,4.1,-10,0,0,8.9,29004,4,12
70801,12/22/2013 7:00,102970,-70,6,40,2.6,281.85,281.55,98,600,44,102870,4.1,-10,0,0,8.7,27204,7,12
67792,12/22/2013 10:00,103020,50,3,60,3.6,283.95,283.35,96,9000,1,102920,5.1,-10,0,0,10.8,29737,10,12
67797,12/22/2013 13:00,102920,-100,8,90,2.1,287.65,283.65,77,20000,1,102820,6.2,-10,0,0,14.5,31324,13,12
73888,12/22/2013 16:00,102860,-60,5,90,1.5,288.05,281.75,66,25000,2,102760,2.6,-10,0,0,14.9,27553,16,12
91473,12/22/2013 19:00,102890,30,3,30,3.1,281.75,280.55,92,18000,2,102790,3.1,-10,0,0,8.6,29285,19,12
70826,12/22/2013 22:00,102890,0,4,20,3.1,281.95,281.15,95,10000,2,102790,3.6,-10,0,0,8.8,31569,22,12
67821,12/23/2013 1:00,102820,-70,7,10,3.6,281.15,280.75,97,5000,0,102720,5.7,-10,0,0.2,8,31809,1,12
16130,12/23/2013 4:00,102750,-70,6,20,3.6,281.75,281.45,98,700,47,102650,5.1,-10,0,0,8.6,28510,4,12
67827,12/23/2013 7:00,102630,-120,6,10,4.1,281.85,281.75,99,700,43,102530,6.2,-10,0,0,8.7,28215,7,12
70844,12/23/2013 10:00,102590,-40,8,10,2.6,282.25,281.95,98,8000,1,102490,4.1,-10,0,0,9.1,33558,10,12
67844,12/23/2013 13:00,102430,-160,8,80,3.1,284.95,283.05,88,8000,1,102330,4.1,-10,0,0,11.8,33323,13,12
73935,12/23/2013 16:00,102270,-160,6,160,2.6,285.75,280.85,72,50000,2,102170,5.1,-10,0,0.2,12.6,30576,16,12
91527,12/23/2013 19:00,102070,-200,8,60,3.6,283.45,281.05,85,20000,2,101970,5.1,-10,0,0,10.3,31939,19,12
67864,12/23/2013 22:00,101940,-130,8,130,7.2,285.85,282.65,81,15000,2,101840,9.8,-10,0,0,12.7,32722,22,12
67872,12/24/2013 1:00,101720,-220,8,150,8.7,286.55,283.35,81,17000,0,101620,12.9,-10,0,0,13.4,31706,1,12
74021,12/24/2013 4:00,101530,-190,8,150,10.8,286.45,283.45,82,10000,2,101430,14.9,-10,0,0,13.3,27545,4,12
68345,12/24/2013 7:00,101320,-210,6,150,10.8,286.75,283.15,79,10000,2,101220,15.9,-10,0,0,13.6,26551,7,12
71255,12/24/2013 10:00,101120,-200,7,140,12.3,287.45,284.45,82,10000,2,101020,17.5,-10,0,0,14.3,31186,10,12
68360,12/24/2013 13:00,100970,-150,8,160,10.3,287.65,283.25,75,10000,2,100870,15.9,-10,0,0,14.5,33006,13,12
71106,12/24/2013 16:00,100730,-240,8,210,5.7,287.45,282.85,74,8000,2,100630,12.3,-10,0,0,14.3,32212,16,12
68229,12/24/2013 19:00,100540,-190,6,180,10.3,287.45,283.85,79,8000,2,100440,17.5,-10,0,0,14.3,31623,19,12
71121,12/24/2013 22:00,100370,-160,7,160,13.9,287.65,283.65,77,10000,2,100280,20.6,-10,0,0,14.5,28959,22,12
92718,12/25/2013 1:00,100120,-250,6,170,9.8,287.25,284.55,84,6000,61,100030,17.5,-10,0,0,14.1,29692,1,12
92723,12/25/2013 4:00,99770,-350,6,190,6.2,287.15,283.75,80,8000,2,99680,13.4,-10,0,0,14,26100,4,12
92731,12/25/2013 7:00,99520,-250,6,180,7.7,287.25,283.85,80,8000,2,99430,11.8,-10,0,0,14.1,22715,7,12
92737,12/25/2013 10:00,99550,30,3,210,2.6,285.15,282.15,82,12000,2,99460,9.3,-10,0,0,12,23917,10,12
367,12/25/2013 13:00,99500,-50,8,140,2.1,288.45,283.05,70,8000,2,99410,3.1,-10,0,0,15.3,25535,13,12
91770,12/25/2013 16:00,99260,-240,6,130,5.1,286.25,283.75,85,4000,10,99170,7.2,-10,0,0,13.1,23247,16,12
68267,12/25/2013 19:00,99010,-250,6,140,4.6,286.55,283.85,84,15000,2,98920,7.2,-10,0,0,13.4,24965,19,12
374,12/25/2013 22:00,99030,20,1,320,7.7,285.05,277.95,62,20000,29,98940,10.8,-10,0,0,11.9,27070,22,12
91789,12/26/2013 1:00,99280,240,1,310,7.7,283.45,274.05,52,60000,0,99180,21.1,-10,0,0,10.3,28384,1,12
71162,12/26/2013 4:00,99480,200,1,290,9.3,282.95,274.35,55,,2,99380,13.9,-10,0,0,9.8,25618,4,12
378,12/26/2013 7:00,99610,130,3,280,10.3,282.15,274.55,59,30000,2,99510,20.1,-10,0,0,9,25657,7,12
380,12/26/2013 10:00,99840,230,3,290,11.8,282.85,273.75,53,30000,2,99740,19,-10,0,0,9.7,29918,10,12
383,12/26/2013 13:00,100020,180,1,310,13.9,285.25,272.35,41,30000,2,99920,20.1,-10,0,0,12.1,32506,13,12
92396,12/26/2013 16:00,100280,260,3,310,9.3,284.85,271.65,40,50000,2,100180,17,-10,0,0,11.7,31423,16,12
233,12/26/2013 19:00,100670,390,2,300,5.7,282.75,271.65,46,50000,2,100570,8.7,-10,0,0,9.6,32728,19,12
92413,12/26/2013 22:00,100920,250,1,290,5.7,282.25,272.05,49,50000,2,100820,9.8,-10,0,0,9.1,32741,22,12
92425,12/27/2013 1:00,101030,110,0,30,0.5,281.15,273.15,57,60000,0,100930,4.6,-10,0,0,8,31988,1,12
38605,12/27/2013 4:00,101120,90,3,280,3.6,279.95,273.35,63,50000,2,101020,5.1,-10,0,0,6.8,28422,4,12
92437,12/27/2013 7:00,101110,-10,8,360,1.5,277.35,272.95,73,30000,2,101010,3.1,-10,0,0,4.2,27601,7,12
38619,12/27/2013 10:00,101200,90,1,310,2.1,280.95,275.15,67,40000,2,101100,3.6,-10,0,0,7.8,31587,10,12
91596,12/27/2013 13:00,101140,-60,8,230,5.1,285.35,277.35,58,40000,2,101040,6.7,-10,0,0,12.2,32057,13,12
91598,12/27/2013 16:00,101110,-30,5,200,2.1,286.15,279.05,62,60000,0,101010,4.6,-10,0,0,13,28659,16,12
255,12/27/2013 19:00,101050,-60,6,80,1.5,281.25,278.15,81,40000,2,100950,2.6,-10,0,0,8.1,29940,19,12
91603,12/27/2013 22:00,101110,60,1,30,3.1,279.15,277.65,90,18000,2,101010,4.1,-10,0,0,6,31576,22,12
92470,12/28/2013 1:00,101080,-30,8,40,4.6,280.85,277.95,82,19000,0,100980,6.2,-10,0,0,7.7,31008,1,12
92479,12/28/2013 4:00,100940,-140,8,30,4.6,281.65,279.75,88,8000,61,100840,7.7,-10,0.4,0.4,8.5,26860,4,12
269,12/28/2013 7:00,100760,-180,6,90,6.2,283.15,282.25,94,15000,21,100660,10.3,-10,0.2,1,10,24684,7,12
92494,12/28/2013 10:00,100800,40,3,130,8.2,286.55,284.95,90,9000,2,100700,13.9,-10,0,0,13.4,27228,10,12
92500,12/28/2013 13:00,100710,-90,8,150,7.7,287.25,285.45,89,10000,2,100610,10.8,-10,0,0,14.1,30556,13,12
92509,12/28/2013 16:00,101040,330,3,280,5.1,284.65,278.25,65,20000,60,100940,10.3,-10,0,0.2,11.5,30258,16,12
91638,12/28/2013 19:00,101320,280,1,270,5.7,283.65,277.35,65,30000,1,101220,8.2,-10,0,0,10.5,31067,19,12
92519,12/28/2013 22:00,101630,310,1,280,5.1,282.65,276.15,64,30000,2,101530,8.2,-10,0,0,9.5,31914,22,12
92522,12/29/2013 1:00,101810,180,1,280,5.7,280.65,276.15,73,60000,0,101710,8.7,-10,0,0,7.5,31999,1,12
292,12/29/2013 4:00,101970,160,3,270,4.1,279.35,275.05,74,40000,2,101870,7.7,-10,0,0,6.2,28516,4,12
91659,12/29/2013 7:00,102080,110,3,270,4.1,279.25,275.55,77,40000,2,101980,8.2,-10,0,0,6.1,26383,7,12
91664,12/29/2013 10:00,102320,240,3,260,3.1,281.75,276.15,68,70000,2,102220,5.1,-10,0,0,8.6,28480,10,12
92548,12/29/2013 13:00,102360,40,0,280,9.3,284.45,276.25,57,70000,2,102260,14.4,-10,0,0,11.3,30469,13,12
68017,12/29/2013 16:00,102400,40,3,280,6.7,284.45,275.95,56,70000,2,102300,11.3,-10,0,0,11.3,28501,16,12
92129,12/29/2013 19:00,102590,190,2,320,2.6,282.25,275.15,61,70000,2,102490,6.7,-10,0,0,9.1,30246,19,12
68033,12/29/2013 22:00,102720,130,1,280,4.6,280.85,274.45,64,25000,2,102620,7.2,-10,0,0,7.7,32997,22,12
92747,12/30/2013 1:00,102750,30,2,310,4.1,280.05,273.95,65,60000,0,102650,6.2,-10,0,0,6.9,32883,1,12
38750,12/30/2013 4:00,102730,-20,7,270,4.6,277.35,272.75,72,25000,2,102630,5.7,-10,0,0,4.2,29979,4,12
320,12/30/2013 7:00,102710,-20,5,300,2.6,276.55,272.75,76,25000,2,102610,3.6,-10,0,0,3.4,29421,7,12
92573,12/30/2013 10:00,102760,50,3,300,2.1,277.95,272.55,68,40000,2,102660,2.6,-10,0,0,4.8,33995,10,12
330,12/30/2013 13:00,102600,-160,8,30,3.1,283.95,271.25,41,50000,2,102500,5.1,-10,0,0,10.8,34613,13,12
336,12/30/2013 16:00,102480,-120,5,10,1.5,284.25,272.45,44,50000,2,102380,4.1,-10,0,0,11.1,32287,16,12
92592,12/30/2013 19:00,102490,10,2,290,1,280.85,273.55,60,50000,2,102390,4.1,-10,0,0,7.7,33955,19,12
342,12/30/2013 22:00,102530,40,0,0,0,278.75,273.35,68,40000,2,102430,1.5,-10,0,0,5.6,35020,22,12
92602,12/31/2013 1:00,102440,-90,8,10,1.5,275.45,272.55,81,40000,0,102340,2.6,-10,0,0,2.3,34450,1,12
398,12/31/2013 4:00,102340,-100,8,40,1,273.25,271.15,86,20000,2,102240,2.6,-10,0,0,0.1,31079,4,12
58803,12/31/2013 7:00,102220,-120,6,20,3.6,273.55,272.25,91,20000,2,102120,4.6,-10,0,0,0.4,30206,7,12
68367,12/31/2013 10:00,102230,10,3,20,4.6,276.45,273.65,82,40000,2,102130,6.7,-10,0,0,3.3,34542,10,12
92104,12/31/2013 13:00,102030,-200,8,30,3.6,280.85,275.95,71,40000,2,101930,7.7,-10,0,0,7.7,35262,13,12
92755,12/31/2013 16:00,101850,-180,6,340,3.1,281.95,277.75,75,20000,2,101750,5.7,-10,0,0,8.8,33881,16,12
58838,12/31/2013 19:00,101850,0,5,350,2.6,281.15,278.45,83,20000,2,101750,4.6,-10,0,0,8,34461,19,12
92770,12/31/2013 22:00,101950,100,3,10,4.1,281.15,278.95,86,20000,2,101850,5.7,-10,0,0,8,33605,22,12
9570,1/1/2014 1:00,101870,-80,6,10,3.6,281.05,279.05,87,19000,0,101770,6.2,-10,0,0,7.9,34071,1,1
9577,1/1/2014 4:00,101910,40,3,10,3.6,281.55,280.05,90,15000,2,101810,5.1,-10,0,0,8.4,30653,4,1
116507,1/1/2014 7:00,101820,-90,6,20,4.1,281.15,279.95,92,15000,2,101720,6.2,-10,0,0,8,27208,7,1
58705,1/1/2014 10:00,101830,10,3,30,3.1,281.65,279.65,87,20000,2,101730,5.7,-10,0,0,8.5,26663,10,1
70254,1/1/2014 13:00,101650,-180,8,40,2.1,284.05,280.35,78,40000,3,101550,4.6,-10,0,0,10.9,28144,13,1
58906,1/1/2014 16:00,101480,-170,6,90,2.6,284.55,282.25,86,25000,2,101380,5.7,-10,0,0,11.4,27026,16,1
6052,1/1/2014 19:00,101460,-20,8,140,3.6,284.85,281.35,79,25000,2,101360,5.1,-10,0,0,11.7,28977,19,1
116534,1/1/2014 22:00,101280,-180,8,70,4.1,282.45,281.05,91,30000,2,101180,7.2,-10,0,0,9.3,30470,22,1
8031,1/2/2014 1:00,101190,-50,8,30,3.1,275.65,274.45,92,12000,0,101090,3.1,-10,0,0,2.5,33778,1,1
38856,1/2/2014 4:00,101030,-160,6,20,2.6,276.15,275.45,95,8000,2,100930,5.1,-10,0,0,3,29951,4,1
8042,1/2/2014 7:00,100920,-110,8,40,4.1,277.75,276.45,91,10000,2,100820,6.2,-10,0,0,4.6,28180,7,1
15348,1/2/2014 10:00,100990,70,3,350,2.6,279.15,277.45,89,10000,2,100890,6.7,-10,0,0,6,32037,10,1
38877,1/2/2014 13:00,100800,-190,8,50,3.1,280.85,279.15,89,10000,50,100700,7.2,-10,0,0,7.7,35925,13,1
15362,1/2/2014 16:00,100640,-160,6,350,4.6,280.95,280.05,94,4000,65,100540,8.7,-10,3,4,7.8,34561,16,1
90748,1/2/2014 19:00,100670,30,3,290,3.6,280.75,279.65,93,10000,61,100570,8.2,-10,0.6,6,7.6,34666,19,1
15380,1/2/2014 22:00,100810,140,3,310,5.1,280.85,276.55,74,20000,3,100710,8.7,-10,0,0,7.7,34728,22,1
6955,1/3/2014 1:00,100600,-80,8,280,6.2,280.75,273.95,62,60000,0,100500,10.3,-10,0,0,7.6,34114,1,1
6961,1/3/2014 4:00,100500,-100,8,280,5.7,280.55,273.55,61,40000,2,100400,8.7,-10,0,0,7.4,30122,4,1
76666,1/3/2014 7:00,100480,-20,5,290,5.7,280.35,273.05,60,40000,2,100380,11.3,-10,0,0,7.2,28807,7,1
8406,1/3/2014 10:00,100500,20,0,290,6.7,282.85,273.45,52,60000,2,100400,13.4,-10,0,0,9.7,31098,10,1
76007,1/3/2014 13:00,100260,-240,8,310,6.7,285.45,272.55,41,60000,2,100160,12.9,-10,0,0,12.3,31524,13,1
14899,1/3/2014 16:00,100040,-220,6,330,8.2,286.15,270.65,34,60000,2,99940,12.3,-10,0,0,13,29238,16,1
89722,1/3/2014 19:00,100060,20,3,320,4.1,282.55,270.85,44,40000,2,99960,10.3,-10,0,0,9.4,28722,19,1
44513,1/3/2014 22:00,100070,10,3,290,3.1,279.35,271.45,57,20000,2,99970,4.6,-10,0,0,6.2,31992,22,1
25568,1/4/2014 2:00,101640,10,2,130,2.6,286.85,284.75,87,13000,0,101540,4.1,-10,0,0,13.7,22441,2,1
10117,1/4/2014 5:00,101500,-140,6,70,3.1,285.85,284.25,90,8000,2,101400,4.1,-10,0,0,12.7,22276,5,1
